"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"261477";117000;654498;31486,5;-12737;NA;585000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"119331";117000;862560;25218;-22036;11;720000;2;"M";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"218971";135000;675000;32472;-18975;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Security staff";"Security";"2";"0"
"58650";112500;414792;25195,5;-9185;65;315000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Government";"2";"0"
"119506";76500;1350000;47056,5;-9043;12;1350000;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Medicine";"2";"0"
"78629";63000;526500;21010,5;-21072;NA;526500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"65340";135000;270000;13500;-11412;3;270000;2;"M";"Working";"Lower secondary";"Married";"Low-skill Laborers";"Business Entity Type 3";"1";"0"
"45824";157500;545040;26640;-15854;21;450000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Other";"2";"0"
"56352";112500;477000;23076;-8371;NA;477000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Accountants";"Construction";"2";"0"
"63640";90000;225000;6952,5;-24109;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"268707";225000;1042812;30618;-8951;0;747000;4;"F";"Working";"Secondary / secondary special";"Married";"Secretaries";"Business Entity Type 3";"2";"0"
"246069";225000;225000;10944;-10367;10;225000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Drivers";"Trade: type 3";"2";"0"
"294464";202500;284400;14445;-11823;NA;225000;2;"F";"Working";"Higher education";"Civil marriage";NA;"Business Entity Type 3";"1";"0"
"130390";28723,5;225000;9657;-14361;NA;225000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cleaning staff";"Trade: type 3";"3";"0"
"223393";130500;1125000;36292,5;-15845;NA;1125000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Self-employed";"2";"0"
"53829";270000;1546020;45333;-13078;2;1350000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Construction";"2";"0"
"301748";85500;103500;11002,5;-22457;NA;103500;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Business Entity Type 3";"2";"0"
"244396";225000;1525405,5;44599,5;-15547;8;1332000;4;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Other";"1";"0"
"137452";225000;1546020;42642;-19559;14;1350000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"177152";108000;360000;19530;-21620;NA;360000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"13518";157500;332842,5;12082,5;-20137;NA;234000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"71658";135000;274500;19651,5;-15551;26;274500;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"278945";135000;1078200;34911;-15166;NA;9e+05;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 3";"2";"0"
"35510";202500;407520;32328;-13586;NA;360000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cooking staff";"Self-employed";"2";"0"
"141425";90000;373500;20389,5;-19218;26;373500;3;"M";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Cleaning";"2";"1"
"16865";225000;263686,5;26208;-16945;64;238500;2;"F";"Working";"Secondary / secondary special";"Separated";"Cooking staff";"Other";"2";"0"
"42766";157500;675000;26154;-13916;10;675000;2;"F";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"227244";112500;888840;29506,5;-16928;NA;675000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"High skill tech staff";"Business Entity Type 3";"3";"0"
"217746";202500;625536;33327;-17691;9;540000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"208209";180000;568858,5;34506;-9925;NA;432000;2;"M";"State servant";"Higher education";"Married";"Core staff";"Police";"2";"0"
"127494";45000;254700;15709,5;-24214;NA;225000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"0"
"68531";270000;1125000;50314,5;-18726;NA;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"0"
"237743";135000;76410;7573,5;-22217;NA;67500;1;"F";"Pensioner";"Higher education";"Single / not married";NA;"XNA";"3";"0"
"258174";67500;58500;5913;-16342;NA;58500;2;"F";"State servant";"Secondary / secondary special";"Married";"Cleaning staff";"Police";"2";"0"
"256060";90000;180000;9000;-7871;NA;180000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Business Entity Type 3";"2";"0"
"293620";270000;1643755,5;45333;-21150;NA;1287000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Government";"2";"0"
"95037";135000;634482;23440,5;-19120;NA;454500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"1"
"194065";135000;539100;22968;-23460;NA;450000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"220535";112500;91692;9063;-24337;NA;81000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"133058";90000;450000;35685;-13381;NA;450000;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"0"
"220946";90000;166810,5;17221,5;-18409;NA;144000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"High skill tech staff";"Advertising";"2";"0"
"183773";81000;450000;29299,5;-17569;NA;450000;1;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"3";"0"
"117268";211500;144000;17217;-15142;2;144000;2;"M";"Working";"Higher education";"Civil marriage";"Managers";"Construction";"2";"0"
"259013";157500;634482;20466;-16312;8;454500;3;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 3";"3";"0"
"62818";180000;1078200;31653;-21361;NA;9e+05;1;"F";"Pensioner";"Higher education";"Single / not married";NA;"XNA";"2";"0"
"205743";60750;518562;25078,5;-19813;NA;463500;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"3";"0"
"250389";180000;548239,5;36108;-11591;NA;517500;1;"F";"Commercial associate";"Higher education";"Single / not married";NA;"Business Entity Type 3";"2";"0"
"62283";189000;1354500;50328;-22268;NA;1354500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"62051";90000;450000;24543;-16061;NA;450000;2;"F";"State servant";"Secondary / secondary special";"Married";"Cooking staff";"Kindergarten";"2";"0"
"233643";54000;254700;17149,5;-23889;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"111389";135000;101880;10053;-20402;NA;90000;1;"F";"Working";"Secondary / secondary special";"Single / not married";NA;"Industry: type 11";"2";"0"
"64616";135000;360000;28993,5;-15393;NA;360000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 11";"2";"0"
"146364";135000;314055;13963,5;-19795;NA;238500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"1";"0"
"79886";112500;80865;6480;-17983;NA;67500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"School";"2";"0"
"108471";225000;500427;19057,5;-17611;NA;432000;1;"F";"State servant";"Higher education";"Separated";"Core staff";"School";"2";"0"
"171434";189000;237024;14629,5;-16705;NA;180000;1;"F";"State servant";"Higher education";"Separated";NA;"Other";"2";"0"
"245121";49500;450000;17271;-10511;NA;450000;3;"F";"Working";"Higher education";"Married";"Secretaries";"Government";"2";"0"
"195606";90000;270000;14778;-15715;19;270000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"School";"2";"0"
"177729";157500;1061599,5;31041;-12985;NA;927000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"51740";180000;1096020;55962;-11630;5;9e+05;4;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Transport: type 4";"2";"0"
"146139";135000;521280;24286,5;-13230;NA;450000;1;"F";"Working";"Higher education";"Single / not married";NA;"Self-employed";"2";"0"
"259480";108000;251091;24588;-22082;NA;238500;1;"F";"Working";"Secondary / secondary special";"Widow";"Sales staff";"Self-employed";"3";"0"
"232196";450000;1350000;51552;-17436;NA;1350000;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Self-employed";"2";"0"
"5039";157500;296280;19930,5;-16183;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"28766";180000;270000;13500;-9613;NA;270000;1;"M";"Working";"Higher education";"Single / not married";"Sales staff";"Trade: type 2";"2";"0"
"223594";225000;1081588,5;48379,5;-21913;NA;918000;1;"F";"Working";"Secondary / secondary special";"Widow";"Security staff";"Restaurant";"3";"0"
"69343";117000;521280;22959;-15198;NA;450000;2;"F";"Working";"Secondary / secondary special";"Widow";"Laborers";"Self-employed";"3";"0"
"213724";135000;254700;24939;-24402;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"157544";103500;472500;22860;-20898;13;472500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Agriculture";"2";"0"
"174999";117000;545040;26640;-18695;NA;450000;1;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"0"
"14688";90000;202500;10125;-15422;7;202500;1;"F";"Commercial associate";"Higher education";"Single / not married";NA;"Business Entity Type 3";"2";"0"
"162098";126000;555273;16236;-22161;NA;463500;1;"F";"Working";"Secondary / secondary special";"Separated";"Cleaning staff";"Business Entity Type 3";"2";"0"
"46893";306000;765000;38250;-12201;2;765000;3;"M";"Commercial associate";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"69097";135000;148365;13738,5;-9448;NA;135000;3;"F";"Commercial associate";"Higher education";"Married";"Managers";"Trade: type 3";"2";"0"
"271173";180000;1546020;42642;-16815;NA;1350000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"1";"0"
"32018";45000;270000;10179;-16071;NA;270000;4;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 2";"2";"0"
"177359";180000;1046142;30717;-11359;12;913500;3;"F";"Working";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"154531";121500;398160;26739;-10145;13;315000;2;"F";"Working";"Higher education";"Married";"Sales staff";"Mobile";"3";"1"
"279132";45000;450000;23107,5;-9907;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"39293";135000;247500;12375;-9279;NA;247500;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Electricity";"3";"0"
"184711";135000;487192,5;23566,5;-9517;NA;364500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Other";"2";"0"
"257133";720000;2250000;114300;-9172;6;2250000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Managers";"Business Entity Type 3";"1";"0"
"238884";234000;1575000;43312,5;-14253;NA;1575000;4;"F";"Commercial associate";"Higher education";"Married";NA;"Self-employed";"2";"0"
"14332";90000;276277,5;14985;-15968;NA;238500;2;"M";"Working";"Secondary / secondary special";"Married";"Low-skill Laborers";"Business Entity Type 3";"2";"0"
"117586";175500;269550;19300,5;-17509;NA;225000;1;"F";"State servant";"Higher education";"Widow";"Core staff";"School";"2";"0"
"178029";126000;770292;32764,5;-17479;NA;688500;3;"F";"State servant";"Secondary / secondary special";"Married";NA;"Other";"2";"0"
"174879";148500;180000;8788,5;-21086;17;180000;1;"M";"Working";"Higher education";"Widow";"Laborers";"Industry: type 7";"2";"0"
"225198";450000;1984500;52348,5;-11466;4;1984500;3;"M";"Commercial associate";"Higher education";"Married";NA;"Realtor";"1";"0"
"81622";112500;381528;25627,5;-10873;10;315000;3;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"140876";180000;225000;17905,5;-11445;4;225000;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"139730";180000;277969,5;16087,5;-15261;9;229500;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"88724";135000;536917,5;19413;-11777;NA;463500;3;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Other";"1";"0"
"248275";135000;113760;7267,5;-12614;16;90000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"0"
"32093";202500;545040;35617,5;-17600;NA;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"13545";135000;52128;5607;-23176;NA;45000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"37020";76500;234000;18616,5;-17743;18;234000;2;"F";"Working";"Higher education";"Married";NA;"Other";"2";"0"
"31883";157500;882000;47119,5;-21985;NA;882000;2;"M";"Working";"Higher education";"Married";"Security staff";"Security";"2";"0"
"50725";315000;1113840;44172;-15519;3;9e+05;3;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"201557";180000;273636;18283,5;-9961;14;247500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 11";"2";"0"
"179967";135000;157500;12316,5;-15075;NA;157500;2;"F";"Working";"Secondary / secondary special";"Separated";NA;"Business Entity Type 3";"3";"0"
"227723";135000;607500;31149;-10598;NA;607500;4;"F";"Working";"Incomplete higher";"Married";"Sales staff";"Self-employed";"3";"0"
"121787";202500;718425;34690,5;-11627;NA;580500;4;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"270846";243000;360000;23004;-9157;4;360000;2;"M";"State servant";"Higher education";"Married";"Core staff";"Business Entity Type 2";"2";"0"
"219000";315000;630000;31500;-14512;NA;630000;4;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Other";"2";"0"
"61753";90000;229230;24817,5;-24806;NA;202500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 1";"3";"0"
"257167";112500;640080;31261,5;-8312;NA;450000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Accountants";"Restaurant";"3";"1"
"97955";67500;152820;10080;-20371;NA;135000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"273846";126000;765261;28489,5;-14985;3;684000;2;"F";"Commercial associate";"Higher education";"Married";NA;"Business Entity Type 3";"2";"0"
"221444";112500;388512;33367,5;-22985;NA;360000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"3";"0"
"25652";157500;787131;26145;-22052;NA;679500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"15811";135000;269550;10534,5;-23577;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"301536";70200;284400;10849,5;-23797;NA;225000;4;"M";"Pensioner";"Lower secondary";"Married";NA;"XNA";"2";"0"
"106648";54000;450000;20979;-14619;NA;450000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Medicine staff";"Medicine";"2";"1"
"2719";270000;343800;10552,5;-17417;21;225000;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Other";"2";"1"
"291511";76500;417024;18499,5;-19085;NA;360000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"197169";90000;201474;20056,5;-21465;NA;189000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"35909";112500;417024;20191,5;-21454;NA;360000;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Medicine staff";"Medicine";"2";"0"
"296261";112500;270000;13500;-21364;NA;270000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"172647";112500;284400;14854,5;-9028;NA;225000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Core staff";"Bank";"2";"0"
"305283";112500;407520;22882,5;-12675;NA;360000;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Managers";"Business Entity Type 3";"2";"0"
"109152";675000;1058148;42093;-12119;25;855000;3;"M";"Commercial associate";"Incomplete higher";"Married";"Sales staff";"Business Entity Type 3";"1";"0"
"61949";112500;722925;30388,5;-23564;NA;549000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"245622";112500;354469,5;19359;-16390;NA;306000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Self-employed";"2";"0"
"70454";90000;835605;24561;-13629;NA;697500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"92834";292500;67500;4693,5;-13839;NA;67500;3;"M";"Working";"Secondary / secondary special";"Married";NA;"Security";"2";"0"
"264265";126000;1350000;37125;-20882;NA;1350000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"132402";202500;787131;26145;-11364;NA;679500;2;"F";"Working";"Higher education";"Married";"Cooking staff";"Business Entity Type 3";"2";"0"
"90603";135000;552555;28066,5;-16503;1;477000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"0"
"181016";225000;864000;25393,5;-13046;2;864000;1;"F";"Working";"Higher education";"Single / not married";"Accountants";"Business Entity Type 3";"2";"0"
"274891";180000;257391;22149;-8722;NA;238500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 2";"1";"0"
"53944";90000;284400;18306;-19720;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"1"
"80789";112500;337500;16875;-19537;NA;337500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Industry: type 6";"2";"0"
"202199";157500;278505;15237;-8205;NA;211500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Core staff";"Police";"3";"0"
"224924";225000;1350000;42390;-19173;NA;1350000;1;"F";"Working";"Secondary / secondary special";"Separated";NA;"School";"3";"0"
"116493";180000;675000;34596;-10315;NA;675000;2;"F";"Working";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"227704";225000;326439;10377;-9898;NA;229500;1;"F";"Commercial associate";"Higher education";"Single / not married";"Sales staff";"Trade: type 2";"2";"0"
"14456";202500;518562;36220,5;-13928;NA;463500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"181576";180000;247500;8032,5;-17241;1;247500;3;"F";"State servant";"Higher education";"Married";"Managers";"Medicine";"2";"0"
"69695";108000;474048;25843,5;-11626;NA;360000;4;"F";"Working";"Higher education";"Married";"High skill tech staff";"Industry: type 3";"3";"1"
"222994";103500;521280;26743,5;-20402;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";NA;"XNA";"2";"0"
"304575";135000;273636;21748,5;-15732;NA;247500;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Construction";"2";"0"
"306412";90000;405000;20250;-14177;16;405000;2;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"44537";90000;444420;16600,5;-16970;15;337500;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Sales staff";"Self-employed";"1";"0"
"41326";270000;1195407;39636;-19691;NA;1071000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"216783";112500;180000;9000;-12191;4;180000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"2";"0"
"182193";225000;788472;45396;-19948;NA;688500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"53081";360000;1800000;47484;-15648;6;1800000;2;"M";"State servant";"Higher education";"Married";"Core staff";"Security Ministries";"2";"0"
"197933";225000;1719760,5;59778;-18443;12;1570500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"103778";135000;863226;36702;-13644;NA;697500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 11";"2";"1"
"163865";81000;210456;12208,5;-18477;NA;166500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cooking staff";"Self-employed";"2";"0"
"83057";157500;1024740;52452;-12901;7;9e+05;2;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 2";"2";"1"
"264137";180000;1125000;32895;-14221;NA;1125000;2;"F";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"162508";225000;675000;33750;-23411;16;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"1";"0"
"141588";112500;52128;5472;-21217;NA;45000;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"268556";103500;225000;8698,5;-19337;NA;225000;1;"F";"Working";"Secondary / secondary special";"Widow";"Laborers";"Business Entity Type 3";"2";"0"
"285194";270000;1080000;31576,5;-14480;NA;1080000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Private service staff";"Services";"1";"0"
"193421";234000;1006920;42790,5;-22575;NA;9e+05;2;"F";"Pensioner";"Higher education";"Widow";NA;"XNA";"2";"0"
"277037";157500;942300;30528;-15547;19;675000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Agriculture";"2";"0"
"123070";180000;270000;13500;-17712;17;270000;2;"F";"Working";"Higher education";"Married";"Managers";"Military";"3";"0"
"160229";90000;107820;5634;-22892;NA;90000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"217438";184500;526491;30352,5;-21541;NA;454500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"39517";225000;265500;21285;-22231;28;265500;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"140655";126000;314100;16573,5;-13782;NA;225000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Government";"2";"0"
"240179";198000;225000;11250;-20225;NA;225000;2;"F";"Working";"Incomplete higher";"Married";"Core staff";"Kindergarten";"2";"0"
"115019";225000;101880;10971;-9590;11;90000;2;"M";"State servant";"Secondary / secondary special";"Married";"Core staff";"Emergency";"2";"0"
"180099";135000;180000;9000;-10617;NA;180000;3;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 2";"2";"0"
"224347";112500;355536;18283,5;-17280;NA;270000;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Police";"2";"0"
"222793";171000;1506816;47313;-22728;NA;1350000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"254008";225000;753264;73381,5;-10530;NA;720000;2;"M";"State servant";"Higher education";"Married";"Core staff";"Government";"2";"0"
"181160";337500;773680,5;39631,5;-11555;3;679500;2;"M";"Commercial associate";"Secondary / secondary special";"Separated";"High skill tech staff";"Business Entity Type 3";"2";"0"
"193248";99000;547344;18085,5;-21429;NA;472500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"4760";157500;1061599,5;31171,5;-13427;NA;927000;3;"F";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"101594";81000;225000;14778;-12408;NA;225000;3;"F";"Working";"Secondary / secondary special";"Married";"Waiters/barmen staff";"Self-employed";"3";"0"
"102386";67500;344043;14706;-21709;NA;297000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";NA;"XNA";"2";"0"
"216265";270000;1125000;62950,5;-23052;16;1125000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"1";"0"
"51598";121500;518562;20691;-20303;NA;463500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"51909";180000;242950,5;17806,5;-19057;7;184500;2;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Self-employed";"2";"0"
"21539";180000;517923;41049;-9976;NA;423000;2;"M";"Working";"Incomplete higher";"Civil marriage";NA;"Business Entity Type 3";"3";"1"
"133593";225000;450000;27193,5;-14534;NA;450000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"115877";76500;270000;9828;-21441;9;270000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"120333";112500;808650;26217;-15346;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"8998";360000;1616107,5;44442;-21277;NA;1444500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"205049";112500;247500;12375;-12155;64;247500;4;"F";"Working";"Higher education";"Married";"Laborers";"Industry: type 9";"2";"0"
"75949";270000;521280;31630,5;-14477;15;450000;4;"M";"Working";"Secondary / secondary special";"Civil marriage";"Drivers";"Other";"3";"0"
"45661";171000;450000;12001,5;-15279;NA;450000;1;"M";"Working";"Higher education";"Single / not married";"Security staff";"Security";"2";"0"
"165365";202500;500211;28062;-11445;NA;463500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Trade: type 7";"3";"0"
"199749";103500;439074;23949;-17523;14;328500;2;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"293302";135000;521280;23089,5;-13498;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"0"
"205692";90000;370629;18157,5;-11346;NA;306000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"0"
"162892";225000;495985,5;32422,5;-20854;10;409500;5;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"67946";112500;568800;15133,5;-17470;NA;450000;3;"M";"Working";"Higher education";"Married";"High skill tech staff";"Housing";"3";"0"
"154419";67500;1125000;47794,5;-22091;NA;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"279604";135000;117000;12600;-18445;NA;117000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";NA;"Business Entity Type 3";"2";"0"
"29742";112500;508495,5;20295;-23595;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"240011";157500;640080;31261,5;-13700;19;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Drivers";"Other";"3";"0"
"196778";180000;422802;30897;-8927;NA;373500;1;"M";"Working";"Incomplete higher";"Single / not married";"Core staff";"Business Entity Type 2";"2";"0"
"95955";126000;760225,5;32206,5;-16395;NA;679500;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cooking staff";"Business Entity Type 3";"2";"0"
"286269";202500;180000;9000;-13045;NA;180000;2;"F";"State servant";"Incomplete higher";"Separated";"Laborers";"Military";"1";"0"
"173714";112500;337500;16875;-12411;NA;337500;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Core staff";"Trade: type 7";"2";"0"
"209853";90000;755190;33394,5;-22378;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
