"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"165070";67500;164952;6214,5;-22663;NA;130500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"162780";112500;450000;24543;-15163;NA;450000;3;"M";"Working";"Secondary / secondary special";"Civil marriage";"";"Self-employed";"2";"1"
"262215";45000;508495,5;21672;-20153;NA;454500;2;"F";"Working";"Secondary / secondary special";"Married";"";"Government";"2";"1"
"251365";202500;760225,5;34483,5;-10081;NA;679500;5;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Self-employed";"2";"1"
"92233";270000;1125000;36423;-12833;4;1125000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Managers";"Business Entity Type 3";"2";"1"
"207905";67500;127350;13842;-10869;NA;112500;4;"M";"Working";"Secondary / secondary special";"Married";"Low-skill Laborers";"Business Entity Type 3";"2";"1"
"47549";54000;522000;20358;-16030;NA;522000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Agriculture";"2";"1"
"238147";207000;1023966;30069;-11580;NA;733500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Drivers";"Trade: type 7";"2";"1"
"275388";225000;62554,5;7551;-12597;6;54000;2;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"206474";112500;943425;27585;-18215;NA;787500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"1"
"270819";225000;755190;32125,5;-9750;NA;675000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Drivers";"Self-employed";"2";"1"
"112047";315000;675000;28377;-14805;NA;675000;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Sales staff";"Trade: type 7";"2";"1"
"46329";247500;439074;21123;-12534;NA;328500;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 3";"2";"1"
"26648";202500;781920;28215;-18982;16;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"1"
"262497";292500;795465;40743;-20728;23;711000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"1"
"26258";135000;532494;42201;-11213;18;454500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"1"
"81683";171000;472500;32886;-10235;13;472500;3;"M";"State servant";"Secondary / secondary special";"Married";"Core staff";"Police";"2";"1"
"290251";180000;254700;17149,5;-21776;7;225000;2;"M";"Working";"Higher education";"Civil marriage";"Laborers";"Self-employed";"3";"1"
"227699";225000;592560;32274;-12758;1;450000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Other";"2";"1"
"296015";144000;550467;26770,5;-14736;NA;387000;3;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Business Entity Type 3";"3";"1"
"10480";180000;512338,5;24012;-11566;16;423000;6;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 3";"2";"1"
"136612";67500;381528;17784;-11939;NA;315000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"";"Other";"2";"1"
"100702";360000;497520;39438;-12987;1;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"1"
"32705";121500;958500;28156,5;-21861;NA;958500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"251018";157500;1078200;38331;-15224;NA;9e+05;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Transport: type 2";"3";"1"
"232553";225000;497520;33376,5;-9055;6;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"1"
"33661";225000;855000;30420;-10824;13;855000;2;"M";"Commercial associate";"Higher education";"Married";"";"Business Entity Type 3";"3";"1"
"221767";126000;325908;17811;-14843;64;247500;3;"F";"Working";"Secondary / secondary special";"Married";"";"Industry: type 11";"2";"1"
"154004";157500;755190;36459;-17347;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"1"
"250960";90000;225000;21582;-17334;NA;225000;1;"F";"Working";"Higher education";"Separated";"";"Business Entity Type 3";"2";"1"
"264584";67500;835605;27085,5;-11700;NA;697500;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Security staff";"Business Entity Type 2";"3";"1"
"63235";180000;9e+05;48955,5;-12158;15;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"117553";112500;675000;34465,5;-16368;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Other";"2";"1"
"294036";202500;592560;32143,5;-11205;18;450000;4;"M";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 2";"3";"1"
"62885";36000;112500;4171,5;-21308;NA;112500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"1"
"689";405000;413235;32778;-19311;NA;337500;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Cleaning staff";"Self-employed";"2";"1"
"260745";270000;754740;24475,5;-22089;NA;630000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"1"
"270026";90000;640080;29970;-11253;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Postal";"3";"1"
"62812";225000;781920;26856;-18423;64;675000;4;"M";"Working";"Higher education";"Married";"Security staff";"Security";"1";"1"
"167732";121500;1009566;33493,5;-23244;NA;904500;1;"F";"Pensioner";"Higher education";"Widow";"";"XNA";"2";"1"
"272384";90000;247275;19953;-10314;NA;225000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Business Entity Type 3";"2";"1"
"213787";225000;9e+05;35689,5;-19239;NA;9e+05;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"1"
"208101";180000;931617;47695,5;-9895;NA;765000;1;"M";"State servant";"Secondary / secondary special";"Single / not married";"Laborers";"Government";"1";"1"
"250936";112500;152820;17370;-11558;9;135000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"1"
"144651";157500;531265,5;25969,5;-12410;NA;373500;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"1"
"89061";247500;746280;54436,5;-14624;12;675000;3;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"2";"1"
"174759";135000;284400;18513;-10123;NA;225000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"3";"1"
"304980";202500;1381113;38110,5;-11908;NA;1206000;1;"F";"Working";"Higher education";"Separated";"Core staff";"Self-employed";"2";"1"
"947";166500;152820;17370;-9082;NA;135000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"High skill tech staff";"Industry: type 1";"2";"1"
"19782";315000;849501;85869;-19964;14;792000;2;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"1"
"237255";58500;180000;9000;-9967;NA;180000;1;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Self-employed";"2";"1"
"32726";450000;961146;28233;-14315;11;688500;3;"M";"Commercial associate";"Higher education";"Married";"Managers";"Trade: type 7";"3";"1"
"30610";166500;254700;13315,5;-20379;64;225000;2;"M";"State servant";"Secondary / secondary special";"Married";"Managers";"Housing";"2";"1"
"227338";148500;675000;34596;-18558;22;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"1"
"23473";40500;178290;10363,5;-12801;NA;157500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"3";"1"
"120431";225000;270000;13500;-16177;14;270000;2;"M";"Working";"Secondary / secondary special";"Separated";"Drivers";"Trade: type 7";"2";"1"
"108550";103500;700830;22738,5;-22435;NA;585000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"253846";157500;216144;8275,5;-21240;NA;171000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"1"
"303803";157500;440784;34956;-10167;12;360000;2;"M";"Working";"Lower secondary";"Civil marriage";"Laborers";"Self-employed";"2";"1"
"184246";180000;405000;20250;-17267;NA;405000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Security staff";"Business Entity Type 2";"2";"1"
"207024";94500;180000;11502;-20465;NA;180000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"183459";81000;661500;29268;-22478;NA;661500;2;"F";"Pensioner";"Lower secondary";"Married";"";"XNA";"2";"1"
"96909";112500;450000;27193,5;-14560;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"1"
"168981";675000;675000;33750;-13829;5;675000;2;"M";"Working";"Higher education";"Married";"Managers";"Security";"2";"1"
"274402";112500;269550;24853,5;-12909;NA;225000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Self-employed";"3";"1"
"305901";315000;590337;30271,5;-14163;2;477000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"1"
"152899";225000;315000;15750;-21416;NA;NA;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Self-employed";"2";"1"
"301495";337500;728460;48681;-18882;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Trade: type 7";"1";"1"
"103274";211500;545040;26640;-8895;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Trade: type 2";"2";"1"
"40248";180000;1350000;39474;-16753;NA;1350000;2;"F";"State servant";"Higher education";"Married";"";"Transport: type 4";"2";"1"
"181949";180000;1017684;32958;-15975;20;729000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Industry: type 11";"1";"1"
"81264";157500;545040;26640;-15803;NA;450000;3;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Kindergarten";"2";"1"
"6399";81000;727785;28332;-13021;NA;607500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"1"
"164836";202500;1057266;44923,5;-19530;NA;945000;1;"F";"Working";"Secondary / secondary special";"Widow";"Sales staff";"Trade: type 7";"2";"1"
"298716";135000;607608;40603,5;-11233;NA;607608;2;"M";"Working";"Secondary / secondary special";"Married";"Low-skill Laborers";"Self-employed";"2";"1"
"124946";90000;164952;12132;-20231;NA;130500;1;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"1"
"132560";90000;284400;13963,5;-8709;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"94980";90000;284400;20740,5;-9398;NA;225000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Security";"1";"1"
"220769";126000;640080;31261,5;-9417;2;450000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Business Entity Type 3";"3";"1"
"40528";180000;562491;23962,5;-15399;0;454500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Drivers";"Business Entity Type 3";"2";"1"
"88615";90000;90000;7240,5;-12112;NA;90000;2;"F";"Working";"Higher education";"Married";"High skill tech staff";"Industry: type 7";"3";"1"
"244385";112500;450000;24543;-10971;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"96616";126000;450000;35554,5;-19735;10;450000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Other";"2";"1"
"159260";67500;256500;16830;-10288;NA;256500;1;"F";"Working";"Higher education";"Single / not married";"Sales staff";"Self-employed";"2";"1"
"57251";180000;381528;18553,5;-16930;NA;315000;1;"F";"Working";"Higher education";"Single / not married";"Core staff";"Hotel";"2";"1"
"39432";540000;841500;42966;-15397;8;841500;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"1"
"40418";67500;877500;25654,5;-23290;NA;877500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"57351";360000;728460;57685,5;-13210;NA;675000;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"174833";135000;840996;24718,5;-12377;NA;702000;5;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"1"
"33666";189000;331920;14193;-14904;NA;225000;1;"F";"Working";"Secondary / secondary special";"Separated";"Drivers";"Government";"2";"1"
"103154";225000;1078200;38331;-19637;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Postal";"2";"1"
"300702";90000;152820;18265,5;-16062;NA;135000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"1"
"254641";81000;295668;11277;-13883;NA;193500;2;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Low-skill Laborers";"Business Entity Type 3";"2";"1"
"192776";112500;270000;13500;-13157;NA;270000;3;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"1";"1"
"168279";99000;254700;16713;-9910;6;225000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"1"
"55967";157500;284400;19134;-8762;NA;225000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Secretaries";"Construction";"3";"1"
"120869";225000;497520;53712;-11101;4;450000;3;"F";"Working";"Higher education";"Married";"";"Other";"1";"1"
"284242";342000;476509,5;37647;-13414;3;360000;4;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"1"
"274898";360000;612000;33331,5;-13055;NA;612000;3;"F";"Commercial associate";"Higher education";"Married";"";"Business Entity Type 3";"3";"1"
"26927";135000;916470;29695,5;-19430;NA;765000;1;"F";"Working";"Secondary / secondary special";"Widow";"Cleaning staff";"Other";"3";"1"
"171689";90000;1125000;33025,5;-22940;NA;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"1"
"108687";148500;677664;53671,5;-13042;13;585000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Construction";"2";"1"
"242093";144000;1258650;51943,5;-19695;NA;1125000;1;"F";"Working";"Higher education";"Widow";"High skill tech staff";"Transport: type 4";"2";"1"
"99936";243000;495882;39307,5;-10417;NA;405000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"251714";112500;544491;20002,5;-12932;NA;454500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"1"
"218764";180000;411813;22468,5;-11578;NA;355500;3;"M";"Commercial associate";"Secondary / secondary special";"Separated";"Laborers";"Government";"2";"1"
"201990";157500;816660;31774,5;-17189;64;585000;2;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Other";"2";"1"
"272576";193500;1312110;52168,5;-14434;NA;1125000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Trade: type 3";"1";"1"
"291592";261000;639468;16996,5;-11537;11;418500;2;"F";"State servant";"Higher education";"Separated";"Core staff";"Police";"3";"1"
"5533";157500;1056447;34209;-15154;NA;922500;2;"F";"Working";"Higher education";"Single / not married";"Core staff";"Government";"3";"1"
"68568";157500;550980;40221;-16112;NA;450000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Construction";"2";"1"
"188544";81000;619965;20128,5;-20378;NA;517500;2;"F";"Pensioner";"Lower secondary";"Civil marriage";"";"XNA";"2";"1"
"55058";94500;314055;17167,5;-15165;12;238500;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"1"
"55587";157500;521451;35406;-12546;NA;396000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Laborers";"Construction";"2";"1"
"149361";135000;327024;21420;-11678;NA;270000;2;"M";"State servant";"Secondary / secondary special";"Married";"Core staff";"Military";"2";"1"
"819";76500;390960;16695;-22167;NA;337500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"1"
"259746";270000;1928304;71590,5;-11758;19;1800000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"1"
"169539";180000;539100;29245,5;-10035;NA;450000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Drivers";"Business Entity Type 3";"1";"1"
"268520";112500;270000;21645;-8542;NA;270000;1;"M";"Working";"Incomplete higher";"Single / not married";"HR staff";"Business Entity Type 3";"2";"1"
"46977";90000;170640;8428,5;-8458;13;135000;1;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Self-employed";"2";"1"
"199270";180000;1288350;41692,5;-19857;0;1125000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"165562";180000;808650;26217;-19762;NA;675000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"1"
"134446";157500;521280;28408,5;-15473;NA;450000;5;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"3";"1"
"102180";112500;521280;35392,5;-10569;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Transport: type 2";"3";"1"
"11628";225000;1011285;33552;-16539;NA;873000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Managers";"Transport: type 4";"2";"1"
"31175";202500;808650;23773,5;-13257;NA;675000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Business Entity Type 2";"2";"1"
"257493";247500;835380;38709;-20393;NA;675000;1;"M";"Working";"Secondary / secondary special";"Separated";"Drivers";"Business Entity Type 3";"2";"1"
"130779";180000;755190;36459;-15278;NA;675000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"1"
"268073";216000;508495,5;24592,5;-13419;NA;454500;2;"F";"State servant";"Higher education";"Civil marriage";"Medicine staff";"Medicine";"2";"1"
"278630";90000;592560;36139,5;-16788;15;450000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"1"
"120357";90000;450000;27324;-14538;NA;450000;3;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"1"
"222863";54000;270000;8316;-21663;NA;270000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"1"
"58830";99000;545040;20677,5;-11595;NA;450000;3;"F";"State servant";"Higher education";"Married";"IT staff";"University";"3";"1"
"165228";90000;270000;13500;-16827;NA;270000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Trade: type 7";"2";"1"
"304021";360000;1363500;47524,5;-22129;5;1363500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"221209";360000;1369773;50760;-10445;NA;1260000;3;"F";"Commercial associate";"Higher education";"Civil marriage";"";"Business Entity Type 3";"2";"1"
"258912";67500;251280;10773;-24120;NA;180000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"1"
"166108";85500;545040;26640;-16206;NA;450000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"50306";135000;298512;23715;-10140;NA;270000;2;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Electricity";"3";"1"
"152121";202500;763870,5;39132;-14614;NA;607500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"94230";140400;276277,5;14233,5;-21306;NA;238500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"132081";180000;207117;16492,5;-17604;NA;171000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"1"
"44890";67500;545040;25407;-14189;13;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"262129";112500;225000;13725;-10049;NA;225000;1;"M";"Commercial associate";"Higher education";"Single / not married";"";"Other";"2";"1"
"174877";126000;234000;12078;-21988;NA;234000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"179806";157500;673875;26239,5;-13110;NA;562500;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Business Entity Type 3";"2";"1"
"74189";65250;533668,5;23638,5;-22377;25;477000;1;"M";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"1"
"58458";81000;284400;13257;-19879;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"3";"1"
"100010";135000;1321020;35554,5;-21558;NA;1125000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Managers";"Self-employed";"2";"1"
"203179";112500;755190;36459;-15090;17;675000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"266205";270000;508495,5;24592,5;-13386;13;454500;4;"M";"Working";"Secondary / secondary special";"Married";"";"Self-employed";"2";"1"
"149006";135000;835380;40320;-12485;NA;675000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"2";"1"
"15867";135000;533304;29061;-19041;NA;405000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cleaning staff";"Business Entity Type 3";"2";"1"
"164161";112500;1196644,5;47587,5;-19910;NA;1026000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Construction";"1";"1"
"349";202500;343683;16663,5;-20200;NA;261000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"1"
"207411";90000;247500;12375;-9096;NA;247500;3;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 1";"2";"1"
"2660";54000;436032;16564,5;-22668;24;360000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"249880";54000;73944;4374;-18083;15;58500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"3";"1"
"28704";225000;1024740;49428;-13696;21;9e+05;1;"M";"Working";"Incomplete higher";"Single / not married";"Laborers";"Business Entity Type 1";"2";"1"
"152381";90000;688090,5;24844,5;-18210;NA;594000;1;"F";"Working";"Secondary / secondary special";"Widow";"Managers";"Self-employed";"2";"1"
"272598";135000;284400;15880,5;-24061;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"47929";247500;971280;56920,5;-10293;NA;9e+05;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Accountants";"Trade: type 7";"2";"1"
"162148";180000;417024;20191,5;-16960;NA;360000;1;"M";"Pensioner";"Incomplete higher";"Separated";"";"XNA";"2";"1"
"81096";292500;1260000;36841,5;-19702;3;1260000;2;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Self-employed";"2";"1"
"229139";121500;509400;40374;-16375;NA;450000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"1"
"105277";292500;1762110;46611;-22431;8;1575000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"174796";144000;300960;21897;-12113;NA;225000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"1"
"50861";94500;180000;9000;-8056;64;180000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 2";"2";"1"
"237207";126000;269550;14112;-13300;NA;225000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Drivers";"Self-employed";"2";"1"
"32319";94500;172512;9162;-15008;NA;144000;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Cooking staff";"School";"2";"1"
"252804";157500;495000;31765,5;-10623;NA;495000;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"1"
"138912";166500;808650;31333,5;-12772;NA;675000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Managers";"Business Entity Type 3";"2";"1"
"239590";90000;270000;13500;-11308;NA;270000;4;"F";"Commercial associate";"Higher education";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"107660";90000;545040;25537,5;-11623;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"1"
"287413";225000;765000;27234;-18484;1;765000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"1"
"50239";189000;921861;26955;-12839;2;769500;1;"M";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 2";"3";"1"
"73923";54000;225000;17775;-12580;NA;225000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Cooking staff";"Other";"2";"1"
"262191";135000;450000;29430;-10912;13;450000;1;"M";"Working";"Higher education";"Single / not married";"Laborers";"Self-employed";"2";"1"
"218464";135000;640080;31261,5;-9158;NA;450000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Security";"3";"1"
"189957";315000;534451,5;39019,5;-13360;NA;436500;4;"F";"Working";"Incomplete higher";"Married";"Managers";"Business Entity Type 3";"2";"1"
"187552";157500;545040;39627;-15178;NA;450000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Drivers";"Self-employed";"2";"1"
"62207";112500;523597,5;26865;-10229;NA;468000;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Core staff";"School";"3";"1"
"244991";90000;9e+05;26446,5;-15779;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"1"
"147908";90000;225000;8482,5;-12667;NA;225000;5;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"243178";90000;247275;19822,5;-11620;NA;225000;1;"M";"Working";"Higher education";"Single / not married";"Laborers";"Self-employed";"3";"1"
"922";202500;755190;38686,5;-13955;2;675000;4;"M";"Working";"Secondary / secondary special";"Civil marriage";"";"Industry: type 1";"2";"1"
"100902";45000;225000;8482,5;-14162;NA;225000;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"296273";157500;180000;9000;-8558;7;180000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Trade: type 3";"2";"1"
"201465";76500;254700;14751;-23315;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"3";"1"
"219482";92250;284400;13257;-10900;NA;225000;3;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Self-employed";"2";"1"
"8828";202500;1047771;37764;-18137;NA;904500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"1"
"301456";103500;414792;18873;-10570;NA;315000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Industry: type 11";"3";"1"
"303053";157500;592560;31153,5;-11278;NA;450000;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"1"
"242544";180000;152820;12204;-17329;22;135000;3;"M";"Working";"Secondary / secondary special";"Married";"";"Other";"3";"1"
"11579";337500;630000;26689,5;-23413;14;630000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"1"
"138079";315000;640080;31261,5;-12972;NA;450000;2;"F";"Working";"Secondary / secondary special";"Separated";"Private service staff";"Services";"2";"1"
"28856";135000;665892;21609;-11675;11;477000;4;"F";"State servant";"Secondary / secondary special";"Married";"Managers";"Postal";"2";"1"
"202927";157500;170640;13612,5;-8323;NA;135000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"1"
